,0,1,2,3,4,5,6,7,8,9,10,11,12,13,Month,Year
5,32.2,38.8,25.6,1006.1,33,0,2.9,9.3,16.5,-, , , , ,4,2016
6,31.3,37,23.5,1006.2,35,0,2.7,3.5,7.6,-, , , , ,4,2016
7,29.5,36.9,21.5,1007.2,41,0,2.3,11.3,16.5,-, , , , ,4,2016
8,29.3,36,18.8,1008.8,37,0,3.2,4.8,11.1,-, , , , ,4,2016
9,30.9,37,19,1008.9,33,0,2.6,6.9,14.8,-, , , , ,4,2016
10,32.2,37,25.2,1008,34,0,2.6,5.2,9.4,-, , , , ,4,2016
11,29.7,36.6,21.1,1008.8,38,0,2.7,16.1,22.2,-, , , , ,4,2016
12,30.2,35.1,22,1005.7,40,0,3.1,19.4,33.5,-, , , , ,4,2016
13,31.6,38,23.2,1002.6,30,0,3.1,18.7,35.2,-, , , , ,4,2016
14,33.1,39,24,1003,26,0,2.6,10.4,24.1,35.2, , , , ,4,2016
15,33.6,40,23,1003.8,27,0,2.4,9.8,18.3,-, , , , ,4,2016
17,34.6,42,29.5,1001.9,28,0,2.4,9.4,18.3,-, , , , ,4,2016
18,34.6,40.1,28.2,1003.9,33,0,2.6,7.2,18.3,-, , , , ,4,2016
19,33.9,40.2,26,1005,36,0,2.1,4.6,14.8,-, , , , ,4,2016
20,34,40.6,26.3,1005.5,29,0,2.6,13.9,22.2,-, , , , ,4,2016
21,33.9,39.6,25.8,1002.7,28,0,2.7,15.7,29.4,35.2, , , , ,4,2016
22,33.3,39.4,24.8,1000.7,28,-,3.1,8.3,18.3,-,o, , , ,4,2016
23,31.8,37,21.6,1001.3,23,0,3.1,10.2,18.3,-, , , , ,4,2016
24,31.3,37,19.9,1002.4,23,0,2.9,10.2,27.8,-, , , , ,4,2016
25,31.8,39,20.4,1004.9,24,0,2.6,7,16.5,-, , , , ,4,2016
26,33.4,40,21.2,1006.3,27,0,2.6,3.7,14.8,-, , , , ,4,2016
27,33.2,40.3,22.2,1005.1,29,0,2.3,5,14.8,63, , , , ,4,2016
28,34,40.7,22.2,1004.6,24,0,2.4,11.9,22.2,33.5, , , , ,4,2016
29,34.1,40.2,21.7,1004.8,24,0,2.1,9.1,18.3,-, , , , ,4,2016
30,33.1,40,22.2,1003.8,28,0,2.1,5.2,14.8,-, , , , ,4,2016
1,34.7,41.5,22,1001.7,24,0,2.3,8.5,16.5,-, , , , ,5,2016
2,38,44,23.8,1001.1,20,0,2.6,9.6,29.4,48.2, , , , ,5,2016
3,35.4,44,28,1003.2,35,0,2.7,6.5,18.3,-, , , , ,5,2016
4,33.8,40,27.6,1003.2,36,0,2.3,10.4,24.1,-, , , , ,5,2016
5,30.6,39.9,22,1006.8,47,0,2.4,11.3,24.1,-, , , , ,5,2016
6,31.4,35.4,25,1006,42,0,2.6,4.3,13,-, , , , ,5,2016
7,33.2,38,25,1004.6,41,0,2.7,4.6,9.4,-, , , , ,5,2016
8,35.1,39.2,25.3,1005.1,40,0,2.4,7.2,11.1,-, , , , ,5,2016
9,33.8,39.8,27.6,1005.5,44,0,2.4,9.8,16.5,-, , , , ,5,2016
10,33.9,38.4,25,1006,43,-,5.8,10.6,27.8,-,o, ,o, ,5,2016
11,32.6,38.7,24,1005.1,51,0,2.9,7.8,16.5,-, , , , ,5,2016
12,35.4,40,26.5,1001.2,43,0,2.4,5,14.8,-, , , , ,5,2016
13,37.1,42,27.5,1000.7,30,0,2.9,8.3,18.3,-, , , , ,5,2016
14,36.5,43,27,1001.8,35,0,2.6,4.1,22.2,-, , , , ,5,2016
15,37.3,42.4,27.4,1002.4,32,0,2.6,4.8,14.8,-, , , , ,5,2016
16,37.2,43,26.4,999.9,26,0,2.9,8.5,14.8,-, , , , ,5,2016
17,37.4,43.4,27.9,997.9,28,0,3.2,9.6,18.3,-, , , , ,5,2016
18,37.6,43.3,26,997.3,29,0,3.7,8.5,18.3,-, , , , ,5,2016
19,37.3,43.7,28.6,997.4,44,0,2.6,9.4,22.2,-, , , , ,5,2016
20,37.3,42.8,31.2,996.2,49,0,2.6,8.3,14.8,-, , , , ,5,2016
21,36.2,41.5,30.7,995.3,50,0,2.9,10.9,18.3,-, , , , ,5,2016
22,36.7,43,28.8,995.8,49,0,2.7,6.5,11.1,-, , , , ,5,2016
23,32.2,42.7,23.6,998.5,49,-,2.4,15,37,75.9,o, ,o, ,5,2016
24,30.9,40.9,23.1,999.6,58,0,2.6,8,14.8,75.9, , , , ,5,2016
25,32.9,39,27.4,996.6,50,-,2.4,9.4,27.8,46.5,o, , , ,5,2016
26,34.6,39,26,998.4,49,0,2.4,6.7,16.5,-, , , , ,5,2016
27,37.4,41,30.6,998.8,31,0,1.9,14.1,27.8,-, , , , ,5,2016
28,36.4,41.2,25.7,998.3,39,0,2.1,15,24.1,75.9, , , , ,5,2016
29,31.5,41.5,24,1000.3,60,0,2.6,11.7,18.3,75.9, , , , ,5,2016
30,26.9,36.7,23,1002.6,76,-,2.1,9.4,22.2,40.7,o, ,o, ,5,2016
31,32.7,37.5,24.7,1002.3,55,0,2.4,7.4,18.3,-, , , , ,5,2016
1,36,40,26.6,1001.7,46,0,3.1,9.1,22.2,-, , , , ,6,2016
2,37.7,42,30.7,1000.9,37,0,2.6,11.9,22.2,-, , , , ,6,2016
3,37.6,43,28.7,1001.2,42,0,2.4,2.8,11.1,-, , , , ,6,2016
4,38.2,43,30,1001.1,45,0,2.6,3.1,11.1,-, , , , ,6,2016
5,36.4,42.9,30.6,1001.5,56,0,2.6,8.7,24.1,-, , , , ,6,2016
6,35.4,42.6,30.2,1002,50,0,2.6,10.9,27.8,-, , , , ,6,2016
7,34.6,40.3,28.7,1001.1,51,0,2.7,10.2,25.9,29.4, , , , ,6,2016
8,35.9,41,28.6,998.6,50,0,2.6,8.5,18.3,-, , , , ,6,2016
9,35.7,41.2,30,997.6,48,0,2.3,9.3,27.8,37, , , , ,6,2016
10,36.1,42,28.4,997.9,46,-,2.3,10.2,37,85.2,o, , , ,6,2016
11,33.4,41.9,25.4,998.4,52,0,2.7,8.7,27.8,85.2, , , , ,6,2016
12,35.5,39,26.9,998,41,0,2.6,9.3,14.8,-, , , , ,6,2016
13,36,41,27.6,997.7,46,-,2.4,12.8,25.9,-,o, ,o, ,6,2016
14,32.6,40.7,26,996.9,59,-,2.6,11.9,29.4,31.7,o, ,o, ,6,2016
15,34.7,38,30.5,995.4,55,0,2.4,10.4,18.3,-, , , , ,6,2016
16,33.6,38.4,28,998.3,55,0,3.2,11.5,22.2,-, , , , ,6,2016
17,34.2,39,25.8,998.5,55,-,3.2,7.4,11.1,-,o, , , ,6,2016
18,35.9,39.5,30.1,1000.1,55,0,2.7,10.9,16.5,-, , , , ,6,2016
19,35.6,40,30,1000.7,57,0,3.1,9.4,25.9,-, , , , ,6,2016
20,31.1,40.1,26,999.8,74,-,2.4,7.6,14.8,-,o, ,o, ,6,2016
21,32.9,38.6,27,999.7,64,0,2.4,8.9,16.5,-, , , , ,6,2016
22,33.2,37.8,26.8,1000.9,63,0,2.6,7,14.8,-, , , , ,6,2016
23,33.8,37.5,27.6,999.5,56,-,2.4,5.9,16.5,-,o, , , ,6,2016
24,36.5,40,29.2,997.6,50,0,2.4,7.8,14.8,-, , , , ,6,2016
25,35.5,39.9,31.2,999.7,60,0,2.4,9.8,18.3,-, , , , ,6,2016
26,34.9,39.6,29.6,999.6,61,0,2.4,7.8,14.8,-, , , , ,6,2016
27,34.4,39.4,26,998.3,63,0,2.3,8,14.8,-, , , , ,6,2016
28,30.8,39.6,25,1000.8,77,-,2.1,5.4,13,-,o, ,o, ,6,2016
29,35.4,39,27.2,1000.1,61,0,2.6,8.5,18.3,-, , , , ,6,2016
30,35.4,39.7,28.2,997.2,61,-,2.4,6.9,14.8,-,o, , , ,6,2016
1,32.2,39.8,25.4,995.4,73,-,2.3,8.3,14.8,-,o, ,o, ,7,2016
2,28.4,36.6,24.4,998.1,82,0,2.4,5.2,9.4,-, , , , ,7,2016
3,29.6,32,25.7,997.6,80,-,2.3,2,7.6,-,o, ,o, ,7,2016
4,30.7,34.2,24.8,996.5,78,0,2.1,3.3,11.1,-, , , , ,7,2016
5,33.2,36.2,27.9,994.8,70,0,2.3,5.4,13,-, , , , ,7,2016
6,33.1,36.5,28.5,996.2,67,0,2.3,8.9,14.8,-, , , , ,7,2016
7,33.6,36.7,28.8,996.7,66,0,5.8,5.9,11.1,-, , , , ,7,2016
8,30.7,36.9,28.8,996.8,78,-,2.3,5.4,27.8,37,o, ,o, ,7,2016
9,33.3,37,27.8,996.2,68,0,2.6,6.7,11.1,-, , , , ,7,2016
10,32.6,36.8,28.8,995.4,69,-,2.4,4.6,14.8,-,o, ,o, ,7,2016
11,31.6,36.7,28.7,997.1,74,0,2.3,8.1,13,-, , , , ,7,2016
12,30.6,35,28.6,998.4,81,-,2.4,5.6,18.3,-,o, , , ,7,2016
13,31.1,34.2,27.8,997.8,78,-,2.6,6.9,24.1,-,o, , , ,7,2016
14,30.4,35.4,26.7,997.8,82,-,2.1,5.2,14.8,-,o, ,o, ,7,2016
15,31,35.2,26,997.9,80,-,2.4,7.2,18.3,-,o, , , ,7,2016
16,27.1,32.7,24.6,999.5,95,-,1.9,4.4,9.4,-,o, ,o, ,7,2016
17,28.1,30,26.2,1000.7,87,-,2.3,6.7,11.1,-,o, , , ,7,2016
18,27.6,31.2,25,1000,93,-,1.9,6.9,37,-,o, , , ,7,2016
19,32.4,35.2,26.2,999,72,0,2.9,13.5,25.9,-, , , , ,7,2016
20,34.1,37,28.5,998.5,63,0,3.2,13,22.2,-, , , , ,7,2016
21,34.1,37.2,29,998.4,61,0,2.6,11.5,22.2,-, , , , ,7,2016
22,34.1,37.5,29.5,998.6,59,0,3.2,8.7,14.8,-, , , , ,7,2016
23,31.9,37.3,28.4,1000.8,69,-,2.9,7.8,13,-,o, , , ,7,2016
24,31.4,35,28.4,1001.8,75,0,2.3,2.4,11.1,-, , , , ,7,2016
25,31.9,35,28.3,1001.3,72,0,2.1,2.8,9.4,-, , , , ,7,2016
26,30.3,35,27.6,1002.6,83,5.08,2.3,6.5,16.5,-,o, , , ,7,2016
27,28.3,35.8,26.8,1003.9,89,-,1.6,4.3,11.1,-,o, ,o, ,7,2016
28,29.5,33,26,1001.9,82,-,1.9,5.2,14.8,-,o, ,o, ,7,2016
29,27.5,33.5,26,1000.4,93,-,1.4,2.4,22.2,-,o, ,o, ,7,2016
30,27.3,30,26,1000.6,94,-,1.8,1.9,9.4,-,o, ,o, ,7,2016
31,29.2,31,26,1000,85,0,1.8,4.6,13,-, , , , ,7,2016
1,29.1,32.6,26.4,998.6,85,-,1.8,5.9,13,-,o, , , ,8,2016
2,30.9,35,26,997.4,73,-,2.6,6.5,11.1,-,o, , , ,8,2016
3,32.6,36,26.2,997.8,66,0,3.4,5.6,9.4,-, , , , ,8,2016
4,33.4,37,28.5,998.1,65,0,3.2,7.8,14.8,-, , , , ,8,2016
5,33.7,37,28.6,999,65,-,3.2,4.3,11.1,-,o, ,o, ,8,2016
6,30,36.7,27.6,1000.1,78,-,2.3,6.9,16.5,-,o, , , ,8,2016
7,33.3,36,26.4,999.7,67,0,3.2,7.8,18.3,-, , , , ,8,2016
8,33.4,36.5,28.6,999.9,66,0,2.9,9.8,16.5,-, , , , ,8,2016
9,31.2,36.7,28,997.8,75,-,2.7,9.1,14.8,-,o, ,o, ,8,2016
10,31.4,35.5,27.5,999,74,-,2.6,10,18.3,-,o, ,o, ,8,2016
11,28.1,35.3,26.4,1001.3,90,-,1.6,8,14.8,-,o, , , ,8,2016
12,28.9,33,26.2,1001.1,86,-,1.6,3.7,14.8,-,o, ,o, ,8,2016
13,29.9,34,25.5,1000.2,80,-,1.4,3.3,11.1,-,o, ,o, ,8,2016
14,29,33.7,26,999.1,85,-,2.1,6.5,22.2,-,o, , , ,8,2016
15,31.3,34.5,27,997.6,71,0,3.2,12.2,22.2,-, , , , ,8,2016
16,31.1,35,26.4,996.7,69,0,2.9,13.9,24.1,-, , , , ,8,2016
17,29.8,35.2,26.4,998.7,75,-,2.7,5.6,11.1,-,o, , , ,8,2016
18,29.6,33,26.4,998.9,82,-,1.8,1.7,7.6,-,o, , , ,8,2016
19,31.7,34,26.4,999,71,0,2.6,2,11.1,-, , , , ,8,2016
20,32.6,36,27.6,999.6,70,0,2.7,10.6,20.6,-, , , , ,8,2016
21,31.2,35.9,26.1,1000.4,71,0,3.2,8.7,18.3,-, , , , ,8,2016
22,31.6,35.4,26.1,1002.4,69,0,2.9,8,18.3,-, , , , ,8,2016
23,31.4,35.5,27.7,1002,72,0,3.2,6.1,9.4,-, , , , ,8,2016
24,29.9,33.7,28,1002.7,81,-,2.3,10.9,35.9,-,o, ,o, ,8,2016
25,31,35,26.8,1004.1,76,-,2.6,6.1,14.8,-,o, , , ,8,2016
26,30.8,35.2,26.8,1005,76,-,2.7,3.7,18.3,-,o, ,o, ,8,2016
27,31.4,36,25.5,-,73,0,3.1,6.5,13,-, , , , ,8,2016
28,32.8,37,27.5,1004.9,71,-,2.7,7.4,14.8,-,o, , , ,8,2016
29,29.1,37,25.6,1003.3,84,-,2.1,5.7,14.8,-,o, ,o, ,8,2016
30,29.5,34.7,25,1002,80,-,2.4,2.2,14.8,-,o, , , ,8,2016
31,27.3,33.3,24,1002.4,89,-,2.1,7.8,27.8,-,o, ,o, ,8,2016
1,27.8,31,25.2,1001.3,88,62.99,2.4,4.6,7.6,-,o, ,o, ,9,2016
2,30.7,34,25.5,1000.1,73,6.1,2.6,13.7,22.2,-, , , , ,9,2016
3,30.7,34,25,1000.5,65,0,3.4,12,27.8,-, , , , ,9,2016
4,30.9,34.4,25.5,1003,65,0,3.4,11.9,20.6,-, , , , ,9,2016
5,30.7,35,25.2,1003.1,65,0,3.5,14.3,28.7,33.5, , , , ,9,2016
6,30.7,34.5,25.4,1003.4,62,0,3.4,15.7,25.9,33.5, , , , ,9,2016
7,31.1,35,25,1003.1,64,0,3.2,10.4,18.3,-, , , , ,9,2016
8,31.3,35,26,1004.6,63,0,3.2,11.5,18.3,-, , , , ,9,2016
9,31.5,35.5,26.1,-,60,0,3.2,13.5,22.2,-, , , , ,9,2016
10,31.4,35.6,26.5,1004.1,60,0,3.2,12.6,20.6,-, , , , ,9,2016
11,31.1,35.5,25.5,1004.2,60,0,3.4,8.9,18.3,-, , , , ,9,2016
12,31.3,35,25.4,1005,60,0,2.9,10.2,22.2,-, , , , ,9,2016
13,31.4,36,26.7,1006.7,65,0,3.1,8.3,13,-, , , , ,9,2016
14,30.4,35.6,25.7,1006.5,72,-,2.9,4.3,14.8,-,o, ,o, ,9,2016
15,31.6,35,25.7,1005.3,63,0,2.6,3.7,-,-, , , , ,9,2016
16,31.4,36,25,1003.7,62,0,3.2,3.7,13,-, , , , ,9,2016
17,31.6,36.1,26,1003.9,64,0,2.4,2.6,7.6,-, , , , ,9,2016
18,32,36,26,1004.6,62,0,2.7,2.8,9.4,-, , , , ,9,2016
19,31.7,37.1,26,1003.2,63,0,2.9,1.7,5.4,-, , , , ,9,2016
20,32.5,37.2,25.3,1003,59,0,3.1,1.7,7.6,-, , , , ,9,2016
21,32.6,37.4,27,1005.8,63,0,2.6,6.3,13,-, , , , ,9,2016
22,29.7,37.4,26,1007,71,0,2.7,7.6,18.3,-, , , , ,9,2016
23,30.6,35,25,1004.1,68,0,2.9,3.1,7.6,-, , , , ,9,2016
24,30.7,34.9,26.4,1003.5,70,0,2.7,4.8,9.4,-, , , , ,9,2016
25,30.7,34.8,25.6,1004.5,66,0,2.6,3.3,11.1,-, , , , ,9,2016
26,31.2,35,25.2,-,63,0,2.7,3,9.4,-, , , , ,9,2016
27,31.4,35.2,26,1005.8,62,0,3.1,2,7.6,-, , , , ,9,2016
28,31.7,36,25.2,1004.7,59,0,2.9,2.2,7.6,-, , , , ,9,2016
29,31.9,36.5,26.6,1004.7,65,0,2.3,4.4,9.4,-, , , , ,9,2016
30,31.8,35.4,26.5,1005.2,63,0,2.6,2,5.4,-, , , , ,9,2016
1,31.9,36,26.5,1007.2,66,0,2.3,2.4,7.6,-, , , , ,10,2016
2,32.4,36.4,27.5,1007.8,65,0,3.1,3.5,11.1,-, , , , ,10,2016
3,32.7,36.1,27.7,-,64,0,2.6,3.3,7.6,-, , , , ,10,2016
4,30.1,36.1,25.2,1005.4,73,-,1.8,5.6,18.3,-,o, ,o, ,10,2016
5,28.6,35.7,24.5,1004.8,74,-,2.3,3.1,11.1,-,o, , , ,10,2016
6,30.2,33.5,25.5,1006.5,69,0,1.9,3,9.4,-, , , , ,10,2016
7,30.3,35,24.7,1007.3,62,0,2.3,7.6,18.3,-, , , , ,10,2016
8,29.9,35,23,1006.3,60,0,2.6,6.7,24.1,-, , , , ,10,2016
9,30,36,22.5,1004.9,63,0,2.6,3,7.6,-, , , , ,10,2016
10,29.3,35.6,24.3,1005.7,55,0,2.9,4.4,9.4,-, , , , ,10,2016
11,28.6,34,20.7,1006,54,0,2.4,7.4,16.5,-, , , , ,10,2016
12,28.6,35,20.4,1006.4,50,0,3.1,10.6,22.2,-, , , , ,10,2016
13,28.6,35,19.8,1008.2,49,0,3.7,11.5,22.2,-, , , , ,10,2016
14,28.3,35.2,19,1009.4,53,0,3.4,9.1,35.9,-, , , , ,10,2016
15,26.8,35.2,17.5,1010.4,57,0,2.6,5.7,13,-, , , , ,10,2016
16,27.4,34,17.5,1010.9,52,0,3.1,5.9,18.3,-, , , , ,10,2016
17,27.7,34.5,19,-,51,0,3.1,5.6,18.3,-, , , , ,10,2016
18,27.2,34.2,18.2,1008.7,52,0,2.9,6.9,21.7,-, , , , ,10,2016
19,27.6,35,17.6,1007.6,53,0,3.1,5.9,13,-, , , , ,10,2016
20,27.7,35,18.6,1006.9,52,0,3.1,7.8,28.7,-, , , , ,10,2016
21,27.3,35,19,1007.8,55,0,3.2,7.2,27.8,-, , , , ,10,2016
22,28,35,19.6,1008.7,54,0,3.2,12.4,24.1,33.5, , , , ,10,2016
23,26.3,34.7,19.2,1008.4,60,0,2.3,9.4,18.3,-, , , , ,10,2016
24,27.6,35,18.9,1007.8,54,0,2.7,10.6,29.4,-, , , , ,10,2016
25,27.2,34.5,19.5,1009,58,0,3.1,11.1,25.9,33.5, , , , ,10,2016
26,26.4,33,18.4,1012.4,60,0,2.6,4.6,14.8,-, , , , ,10,2016
27,25.4,33.4,16.5,1014.3,62,0,1.6,5,14.8,-, , , , ,10,2016
28,24.6,32.3,16.1,1012.3,61,0,1.3,7,14.8,-, , , , ,10,2016
29,24.4,32,15,1013.2,66,0,1.3,1.5,7.6,-, , , , ,10,2016
30,24.2,32.5,15,1015.3,72,0,1.6,1.9,7.6,-, , , ,o,10,2016
31,23.7,31.7,15.5,1017.7,69,0,1,1.3,5.4,-, , , ,o,10,2016
1,23.4,31.1,14.2,1016,60,0,1.1,3,7.6,-, , , ,o,11,2016
2,22.6,30.6,15.8,1015.4,69,0,0.5,1.1,5.4,-, , , ,o,11,2016
3,23.9,32,14.5,1015.6,63,0,1,2,5.4,-, , , ,o,11,2016
4,23.4,32,14.5,1012,61,0,1,3.3,16.5,-, , , ,o,11,2016
5,22.3,31.4,15.4,1010.2,68,0,0.3,4.6,13,-, , , ,o,11,2016
6,21.8,30,13.5,1011.6,64,0,0.3,2,9.4,-, , , ,o,11,2016
7,23.2,30.2,14,1012.6,55,0,1.1,7.4,18.3,-, , , ,o,11,2016
8,22.5,29.5,15.6,1013.3,56,0,1.1,11.7,22.2,-, , , ,o,11,2016
9,21.7,30,12.2,1014.5,52,0,1.1,6.3,16.5,-, , , , ,11,2016
10,22,30,11.5,1013.5,52,0,1.1,2.8,7.6,-, , , , ,11,2016
12,22.3,30.1,12.1,1015.5,60,0,1,2.4,11.1,-, , , ,o,11,2016
13,23.1,30.1,14.1,1016.1,58,0,1.3,4.3,13,-, , , , ,11,2016
14,22.2,30.2,13.6,1015.6,63,0,1.6,1.5,3.5,-, , , , ,11,2016
15,20.8,29.3,12.1,1016.7,58,0,1.8,3.5,9.4,-, , , , ,11,2016
16,20.7,28.8,10.6,1017.8,56,0,1.8,6.1,16.5,-, , , ,o,11,2016
17,20.8,28,11.5,1016.3,54,0,1.8,10.7,24.1,-, , , , ,11,2016
18,20.3,28,12.3,1014.5,57,0,1.9,7.6,18,-, , , , ,11,2016
19,19.8,29,10.1,1012.7,60,0,2.1,2.8,9.4,-, , , , ,11,2016
20,20.8,29,10.5,1013.9,61,0,1.8,2.6,7.6,-, , , , ,11,2016
21,22,31,10.7,1013.2,56,0,1.8,2.4,14.8,-, , , ,o,11,2016
22,21.4,30.6,10.8,1011.9,54,0,2.6,7.8,18.3,-, , , , ,11,2016
23,21.2,31.1,12,-,57,0,2.6,6.1,14.8,-, , , , ,11,2016
24,20.7,28.9,10.5,1015,52,0,1.6,7.4,18.3,-, , , , ,11,2016
25,23.4,30,14.6,1012.2,33,0,2.6,14.1,27.8,33.5, , , , ,11,2016
26,24.2,31,16.5,1013,36,0,2.9,13.9,22.2,-, , , , ,11,2016
27,22.7,30.8,13.6,1012,38,0,3.4,11.9,20.6,-, , , , ,11,2016
28,21.4,29.6,12.7,1013.7,40,0,2.6,8,20.6,-, , , , ,11,2016
29,18.9,29.2,9.7,1015.4,59,0,2.3,0.9,5.4,-, , , , ,11,2016
30,19.4,28.5,11,1016.8,80,0,1,3.9,9.4,-, , , ,o,11,2016
1,19.2,25.9,11.9,1017,84,0,0.8,2.6,9.4,-, , , ,o,12,2016
2,18.9,25.8,11.5,1017.9,77,0,0.6,5,13,-, , , ,o,12,2016
3,19.3,27,11.7,1019.6,57,0,1.8,5.2,11.1,-, , , , ,12,2016
4,18.4,27,8.4,1019.2,54,0,2.4,4.6,11.1,-, , , , ,12,2016
5,18.4,26.6,8.8,1017.8,55,0,2.1,5,13,-, , , , ,12,2016
6,17.7,26.2,9.4,1018.5,73,0,0.8,2,7.6,-, , , ,o,12,2016
7,17.8,24.8,11.2,1017,74,0,0.6,0.7,7.6,-, , , ,o,12,2016
8,15.8,24.3,8.7,1015.8,77,0,0.8,1.7,7.6,-, , , ,o,12,2016
9,18.2,27,7.7,1013.7,72,0,0.6,1.1,7.6,-, , , ,o,12,2016
10,16.2,26.6,11.2,1013.6,84,0,0.6,4.8,9.4,-, , , ,o,12,2016
11,19.3,26,12.4,1013.7,71,0,1.1,4.6,9.4,-, , , ,o,12,2016
12,19.3,27,11,1014,62,0,1.6,3.5,14.8,-, , , ,o,12,2016
13,19,27.1,10.5,1015.1,61,0,1.6,3.3,9.4,-, , , , ,12,2016
14,18,26.6,10.5,1017.1,61,0,1.9,8,14.8,-, , , , ,12,2016
15,17.2,24.2,10,1017.2,58,0,1.6,9.3,22.2,-, , , , ,12,2016
16,15.5,24.3,7.9,1017.8,61,0,1.9,3.1,11.1,-, , , , ,12,2016
17,16.4,24.4,8.2,1018.1,66,0,1.1,5.6,25.9,-, , , ,o,12,2016
18,15.6,23,7.2,1018.5,64,0,1,5.9,11.1,-, , , ,o,12,2016
19,16.3,23,6.6,1016.9,61,0,1,9.4,20.6,-, , , ,o,12,2016
20,18.1,24,11.2,1015.4,56,0,1.8,15.9,25.9,-, , , ,o,12,2016
21,17.8,25,10.7,1015.8,54,0,2.3,9.4,22.2,-, , , , ,12,2016
22,16.3,25.3,7.5,1016.3,57,0,1.8,5.4,14.8,-, , , ,o,12,2016
23,16.3,25,7.8,1013.7,69,0,0.6,1.7,9.4,-, , , ,o,12,2016
24,16.9,25.2,8,1011,78,0,1,5.4,13,-, , , ,o,12,2016
25,13.9,24.5,11.4,1015,95,0,0.6,8.7,14.8,-, , , ,o,12,2016
26,16.3,23,9.8,1016.9,78,0,1.1,7.4,16.5,-, , , ,o,12,2016
27,16.3,23.4,9,1017.3,68,0,1.3,7.8,18.3,-, , , ,o,12,2016
28,16.5,25,7.5,1016.6,66,0,1.6,3,11.1,-, , , ,o,12,2016
29,15.2,25.1,7.8,1015.6,87,0,0.6,6.3,11.1,-, , , ,o,12,2016
30,14.2,21.6,10.5,-,90,0,0.6,6.9,14.8,-, , , ,o,12,2016
1,15.6,23,9,1016.4,87,0,1.3,2.4,11.1,-, , , ,o,1,2017
2,17.4,24,9.3,1018.9,81,0,1.3,2.2,9.4,-, , , ,o,1,2017
3,16.7,24.3,9.5,1018,82,0,1,4.1,13,-, , , ,o,1,2017
4,18.1,25,8.9,1016.2,71,0,1.6,4.8,14.8,-, , , ,o,1,2017
5,17.9,25.2,10.4,1013.7,75,0,1.8,2,9.4,-, , , ,o,1,2017
6,18.9,25.4,11.5,1011.8,81,0,1.4,8.3,14.8,-, , , ,o,1,2017
7,14.7,24.4,13.5,1012.2,96,-,1,10,22.2,-,o, , , ,1,2017
8,15.4,20,10.2,1015.5,84,0,1.1,2.2,7.6,-, , , , ,1,2017
9,14.1,20.2,8.6,1015.8,82,0,1.1,5,13,-, , , , ,1,2017
10,10.8,19.3,4.7,1017.4,78,0,2.9,7.6,22.2,-, , , ,o,1,2017
11,10.9,17.8,4,1017,73,0,1.9,10.7,22.2,-, , , ,o,1,2017
12,11.6,18,3.4,1017.1,74,0,1.4,6.5,14.8,-, , , ,o,1,2017
13,12.1,19,4.3,1017.8,70,0,1.4,6.1,14.8,-, , , ,o,1,2017
14,12.6,19.5,3.2,1019.2,78,0,1.3,5.2,11.1,-, , , ,o,1,2017
15,16.4,24,8.6,1017.3,73,0,1.3,3.3,7.6,-, , , , ,1,2017
16,14.1,24,8.6,1017.7,81,0,1.1,10.4,20.6,-, , , , ,1,2017
17,11.2,19.1,6,1019.9,87,0,1.1,8,20.6,-, , , ,o,1,2017
18,12.4,19,4.2,1022.2,80,0,1.1,6.1,13,-, , , ,o,1,2017
19,14,21,6.4,1023.1,76,0,1.6,10.2,16.5,-, , , ,o,1,2017
20,14.7,21.3,6,-,68,0,1.8,10.2,18.3,-, , , ,o,1,2017
21,14.7,20.8,7,1021.4,72,0,1,6.1,14.8,-, , , ,o,1,2017
22,17.1,24,8.4,1021,81,0,1.3,5,11.1,-, , , ,o,1,2017
23,17.2,25,10,1019.1,80,0,1.4,5.4,14.8,-, , , ,o,1,2017
24,18.3,25.2,10,1018.2,68,0,1.1,2.8,9.4,-, , , ,o,1,2017
25,19.8,25.6,12.5,1018.2,74,-,1.1,7.8,24.1,-,o, ,o, ,1,2017
26,16.2,25.1,14.5,1017.1,92,-,0.8,8,22.2,33.5,o, ,o, ,1,2017
27,16.1,20,13.2,1019.1,80,-,1.8,11.9,18.3,-,o, , , ,1,2017
28,14.9,20.1,10.6,1018.8,82,0,1,10.2,16.5,-, , , ,o,1,2017
29,16,21,10.6,1017.2,80,0,1.3,10.2,18.3,-, , , , ,1,2017
30,16.3,22.2,9.5,1015.9,76,0,1.6,4.6,14.8,-, , , ,o,1,2017
31,17.3,23.2,9.8,1016,71,0,1.4,4.6,16.5,-, , , ,o,1,2017
1,16.2,23.4,9.4,1017.9,75,0,1.3,8,16.5,-, , , ,o,2,2017
2,17,24,8.6,1019.2,66,0,1.6,2.8,7.6,-, , , ,o,2,2017
3,17.9,25,9.5,1017.3,68,0,1.6,3.3,11.1,-, , , ,o,2,2017
4,18.8,25.1,11.9,1013.7,79,0,1.3,8.9,16.5,-, , , ,o,2,2017
5,19.4,23.2,15.5,-,75,0,1.3,8.7,40.7,-, , , ,o,2,2017
6,17.4,23.5,11,1016.5,73,0,1.6,10.7,22.2,-, , , ,o,2,2017
7,16.1,23.5,8.6,1015.9,62,0,2.9,10.2,18.3,-, , , , ,2,2017
8,16.8,24,9,1015.2,63,0,1.8,5.7,18.3,-, , , ,o,2,2017
9,16.7,24.2,9.4,1016.4,66,0,1.8,10.6,27.8,-, , , , ,2,2017
