,T,TM,Tm,SLP,H,PP,VV,V,VM,PM2.5,Date
698,19.3,28.0,13.8,1014,81,0,0.6,1.7,7,183,2015-12-01
699,17.9,26.2,13.5,1016,75,0,0.8,2.0,11,170,2015-12-02
700,17.6,24.6,11.2,1016,75,0,0.8,7.0,18,190,2015-12-03
701,17.7,26.7,12.4,1014,71,0,1.3,4.6,14,186,2015-12-04
702,17.4,27.6,10.1,1015,74,0,1.0,0.9,7,282,2015-12-05
703,17.2,27.6,10.5,1016,78,0,0.6,1.5,9,218,2015-12-06
704,17.8,26.2,11.0,1017,79,0,0.6,2.0,7,249,2015-12-07
705,20.2,27.0,12.0,1015,68,0,1.0,1.3,5,283,2015-12-08
706,19.2,26.9,11.6,1015,78,0,1.0,4.8,14,250,2015-12-09
707,20.1,25.5,13.7,1011,74,0,1.0,3.7,9,211,2015-12-10
708,18.3,25.5,13.4,1011,76,0,1.0,6.3,18,198,2015-12-11
709,13.7,22.2,10.8,1014,91,0,0.5,6.5,14,184,2015-12-12
710,14.8,21.0,6.8,1016,63,0,2.4,5.4,13,135,2015-12-13
711,14.6,21.3,6.0,1017,59,0,2.6,8.1,14,118,2015-12-14
712,15.2,22.2,7.0,1016,60,0,2.4,7.0,14,88,2015-12-15
713,15.3,23.3,5.2,1016,56,0,2.6,1.7,7,111,2015-12-16
714,13.6,23.3,5.4,1016,72,0,1.3,1.7,7,152,2015-12-17
715,14.4,21.2,6.4,1018,68,0,1.1,5.9,14,136,2015-12-18
716,14.4,21.1,6.8,1019,65,0,1.6,5.6,13,114,2015-12-19
717,12.6,21.0,0.0,1018,68,0,1.4,2.6,9,181,2015-12-20
718,13.7,21.0,5.6,1018,71,0,1.3,1.5,7,135,2015-12-21
719,13.6,21.0,6.0,1020,75,0,0.8,0.4,5,204,2015-12-22
720,13.6,20.4,6.5,1020,80,0,0.6,4.6,9,321,2015-12-23
721,13.1,19.2,6.7,1021,67,0,1.3,8.5,18,129,2015-12-24
722,13.3,19.3,5.5,1021,62,0,1.9,7.8,14,132,2015-12-25
723,14.4,21.5,5.5,1021,60,0,1.8,8.9,18,158,2015-12-26
724,16.3,22.5,7.6,1020,64,0,1.4,8.1,14,187,2015-12-27
725,18.3,24.5,12.0,1020,58,0,2.1,14.1,22,148,2015-12-28
726,17.8,24.5,10.6,1018,64,0,1.6,10.2,18,159,2015-12-29
727,18.0,25.1,8.5,1017,64,0,1.3,3.5,9,233,2015-12-30
728,16.9,25.1,6.6,1021,65,0,1.1,2.0,7,295,2016-01-01
729,15.5,24.1,7.7,1021,71,0,1.1,3.5,11,239,2016-01-02
730,14.9,22.8,8.0,1018,73,0,1.1,5.9,13,270,2016-01-03
731,16.5,23.2,8.0,1017,76,0,0.6,0.0,-1,339,2016-01-04
732,18.6,26.5,11.0,1017,75,0,1.0,1.9,5,318,2016-01-05
733,18.7,26.5,11.6,1016,78,0,1.0,3.5,11,305,2016-01-06
734,18.3,24.7,11.5,1018,85,0,0.5,1.1,7,391,2016-01-07
735,16.5,24.7,12.0,1017,82,0,0.6,8.0,13,339,2016-01-08
736,16.6,22.2,10.2,1015,65,0,1.8,10.0,20,158,2016-01-09
737,17.6,24.4,8.7,1017,68,0,2.1,4.8,13,183,2016-01-10
738,17.4,25.5,8.5,1017,67,0,1.6,2.6,9,227,2016-01-11
739,18.0,25.5,8.5,1014,69,0,1.6,5.9,14,195,2016-01-12
740,18.2,25.1,12.0,1014,77,-1,0.6,5.0,11,248,2016-01-13
741,15.6,23.2,10.9,1015,82,0,0.6,4.3,9,196,2016-01-14
742,13.0,19.0,9.6,1016,85,0,0.8,10.7,16,178,2016-01-15
743,13.6,17.0,10.4,1014,82,0,1.1,11.3,24,138,2016-01-16
744,14.1,19.0,9.2,1016,78,0,1.0,2.0,5,179,2016-01-17
745,13.3,19.2,6.0,1014,81,0,0.6,1.5,7,269,2016-01-18
746,12.3,19.0,8.9,1015,91,0,0.5,4.6,9,278,2016-01-19
747,11.9,15.7,7.5,1018,86,0,0.8,6.1,11,272,2016-01-20
748,12.0,17.0,6.7,1019,75,0,1.3,7.6,13,196,2016-01-21
749,11.8,17.3,4.2,1019,84,0,0.6,3.5,7,290,2016-01-22
750,14.4,22.0,4.6,1020,76,0,1.0,3.1,7,294,2016-01-23
751,11.1,22.2,7.5,1019,89,0,0.5,6.5,11,303,2016-01-24
752,11.7,18.0,6.4,1017,76,0,0.8,4.4,13,217,2016-01-25
753,14.6,21.0,6.8,1015,81,0,0.6,2.4,7,308,2016-01-26
754,17.7,24.0,9.0,1014,69,0,1.4,4.4,9,255,2016-01-27
755,16.8,24.2,9.0,1015,68,0,1.1,5.0,13,283,2016-01-28
756,19.6,29.0,11.5,1017,71,0,1.0,2.6,7,311,2016-01-29
757,20.1,27.0,13.0,1014,79,0,0.8,1.1,5,285,2016-01-30
758,17.4,27.2,12.2,1016,79,0,1.1,7.8,18,242,2016-01-31
759,15.9,22.4,8.4,1017,66,0,2.4,7.2,16,121,2016-02-01
760,15.2,22.6,6.6,1018,56,0,1.9,8.9,22,135,2016-02-02
761,12.7,19.5,8.0,1017,69,0,1.3,8.3,18,136,2016-02-03
762,16.4,23.0,7.7,1017,54,0,1.9,7.2,14,130,2016-02-04
763,12.7,23.4,6.8,1016,72,0,1.0,2.2,7,206,2016-02-05
764,15.2,24.4,7.0,1013,73,0,1.1,3.7,11,224,2016-02-06
765,15.6,24.6,10.7,1015,81,0,1.3,2.8,9,170,2016-02-07
766,17.1,23.2,9.0,1017,69,0,1.8,5.9,11,119,2016-02-08
767,17.6,24.0,10.1,1014,67,0,1.4,5.9,14,181,2016-02-09
768,18.1,26.0,8.6,1011,64,0,1.4,2.0,7,216,2016-02-10
769,19.6,26.8,10.2,1011,55,0,2.3,6.1,14,150,2016-02-11
770,19.2,26.8,10.0,1012,59,0,2.1,0.7,5,146,2016-02-12
771,17.2,26.0,11.5,1014,65,0,2.3,5.7,14,110,2016-02-13
772,17.7,24.4,9.7,1017,64,0,2.1,8.0,18,103,2016-02-14
773,17.4,24.4,10.1,1018,61,0,2.3,6.1,11,115,2016-02-15
774,18.2,24.0,9.2,1020,56,0,2.4,5.4,14,123,2016-02-16
775,18.7,25.0,10.3,1018,62,0,2.3,3.7,7,135,2016-02-17
776,19.4,25.6,15.0,1016,79,-1,1.3,5.2,13,148,2016-02-18
777,23.1,30.0,15.6,1014,71,-1,1.4,4.1,9,207,2016-02-19
778,23.7,29.8,18.7,1014,75,-1,1.4,11.1,18,150,2016-02-20
779,20.9,27.8,15.8,1014,62,0,2.6,17.2,27,76,2016-02-21
780,21.0,28.0,14.0,1013,55,0,2.6,15.2,33,88,2016-02-22
781,21.2,29.0,13.4,1012,52,0,3.5,9.8,18,86,2016-02-23
782,21.6,30.0,11.0,1012,57,0,2.1,2.4,7,177,2016-02-24
783,22.6,30.3,11.5,1015,57,0,2.4,5.4,11,131,2016-02-25
784,22.7,30.4,12.8,1017,56,0,2.6,2.4,7,129,2016-02-26
785,22.7,30.6,13.0,1018,58,0,2.4,3.3,7,144,2016-02-27
786,23.1,30.1,13.5,1018,63,0,1.9,3.7,11,163,2016-02-28
787,23.8,31.0,14.5,1017,64,0,1.9,3.7,9,170,2016-02-29
788,25.0,31.0,15.0,1015,59,0,1.9,1.7,5,213,2016-03-01
789,24.9,32.4,15.2,1015,57,0,1.9,1.7,9,175,2016-03-02
790,26.8,33.4,15.7,1014,52,0,2.4,4.6,9,165,2016-03-03
791,27.3,34.0,17.6,1012,45,0,2.4,6.1,11,115,2016-03-04
792,23.4,34.1,17.0,1012,60,-1,2.4,10.6,20,53,2016-03-05
793,22.8,30.1,15.5,1012,68,0,2.9,5.2,14,47,2016-03-06
794,23.7,29.1,15.8,1011,67,0,2.1,5.2,11,98,2016-03-07
795,23.4,29.1,17.0,1011,63,0,2.1,6.7,16,84,2016-03-08
796,24.3,29.0,15.6,1011,56,0,1.9,10.0,18,109,2016-03-09
797,25.5,31.0,15.8,1012,58,0,2.1,8.0,14,129,2016-03-10
798,25.0,33.0,19.0,1012,68,-1,2.1,6.5,14,85,2016-03-11
799,24.5,33.5,17.6,1009,67,-1,2.3,9.4,18,60,2016-03-12
800,24.3,31.0,16.8,1010,66,0,3.4,6.9,14,58,2016-03-13
801,22.4,29.5,17.1,1014,68,-1,3.4,6.3,16,51,2016-03-14
802,24.1,29.2,14.5,1014,59,0,2.4,8.5,18,81,2016-03-15
803,23.9,29.5,15.6,1012,55,0,2.3,10.9,16,67,2016-03-16
804,26.3,32.0,16.8,1009,52,-1,2.7,6.9,16,70,2016-03-17
805,26.2,32.2,20.0,1009,63,0,2.6,6.7,14,72,2016-03-18
806,26.8,33.0,19.0,1008,61,0,2.3,3.5,11,103,2016-03-19
807,27.1,33.0,19.0,1009,61,0,2.6,2.8,13,95,2016-03-20
808,26.5,32.8,19.5,1010,45,0,2.9,12.2,25,58,2016-03-21
809,24.9,31.6,17.0,1009,42,0,2.7,22.0,38,47,2016-03-22
810,27.2,32.5,18.9,1009,43,0,3.1,9.8,25,80,2016-03-23
811,28.1,36.0,16.0,1012,45,0,2.6,3.1,13,156,2016-03-24
812,29.8,36.2,18.2,1012,52,0,2.4,3.3,7,137,2016-03-25
813,24.7,36.6,19.7,1012,66,0,2.4,9.4,14,72,2016-03-26
814,26.2,32.0,19.5,1012,56,0,3.1,9.1,14,61,2016-03-27
815,25.9,32.0,16.5,1012,55,0,2.9,6.5,14,81,2016-03-28
816,27.2,32.0,18.6,1010,49,0,2.7,7.2,14,89,2016-03-29
817,29.6,35.0,18.5,1010,39,0,2.4,7.0,14,88,2016-03-30
818,29.9,37.0,19.5,1008,39,0,2.7,4.4,9,127,2016-03-31
819,30.4,37.5,21.6,1006,41,0,2.6,12.0,27,130,2016-04-01
820,32.3,39.0,21.5,1007,39,0,3.4,5.4,13,118,2016-04-02
821,33.4,39.1,24.8,1008,47,0,2.1,2.6,7,148,2016-04-03
822,32.8,39.4,22.9,1006,35,0,2.7,8.0,16,132,2016-04-04
823,32.2,38.8,25.6,1006,33,0,2.9,9.3,16,97,2016-04-05
824,31.3,37.0,23.5,1006,35,0,2.7,3.5,7,91,2016-04-06
825,29.5,36.9,21.5,1007,41,0,2.3,11.3,16,129,2016-04-07
826,29.3,36.0,18.8,1008,37,0,3.2,4.8,11,89,2016-04-08
827,30.9,37.0,19.0,1008,33,0,2.6,6.9,14,166,2016-04-09
828,32.2,37.0,25.2,1008,34,0,2.6,5.2,9,107,2016-04-10
829,29.7,36.6,21.1,1008,38,0,2.7,16.1,22,81,2016-04-11
830,30.2,35.1,22.0,1005,40,0,3.1,19.4,33,74,2016-04-12
831,31.6,38.0,23.2,1002,30,0,3.1,18.7,35,74,2016-04-13
832,33.1,39.0,24.0,1003,26,0,2.6,10.4,24,94,2016-04-14
833,33.6,40.0,23.0,1003,27,0,2.4,9.8,18,137,2016-04-15
834,34.6,42.0,29.5,1001,28,0,2.4,9.4,18,102,2016-04-17
835,34.6,40.1,28.2,1003,33,0,2.6,7.2,18,102,2016-04-18
836,33.9,40.2,26.0,1005,36,0,2.1,4.6,14,129,2016-04-19
837,34.0,40.6,26.3,1005,29,0,2.6,13.9,22,124,2016-04-20
838,33.9,39.6,25.8,1002,28,0,2.7,15.7,29,92,2016-04-21
839,33.3,39.4,24.8,1000,28,-1,3.1,8.3,18,113,2016-04-22
840,31.8,37.0,21.6,1001,23,0,3.1,10.2,18,89,2016-04-23
841,31.3,37.0,19.9,1002,23,0,2.9,10.2,27,123,2016-04-24
842,31.8,39.0,20.4,1004,24,0,2.6,7.0,16,104,2016-04-25
843,33.4,40.0,21.2,1006,27,0,2.6,3.7,14,139,2016-04-26
844,33.2,40.3,22.2,1005,29,0,2.3,5.0,14,162,2016-04-27
845,34.0,40.7,22.2,1004,24,0,2.4,11.9,22,161,2016-04-28
846,34.1,40.2,21.7,1004,24,0,2.1,9.1,18,181,2016-04-29
847,33.1,40.0,22.2,1003,28,0,2.1,5.2,14,142,2016-04-30
848,34.7,41.5,22.0,1001,24,0,2.3,8.5,16,124,2016-05-01
849,38.0,44.0,23.8,1001,20,0,2.6,9.6,29,119,2016-05-02
850,35.4,44.0,28.0,1003,35,0,2.7,6.5,18,125,2016-05-03
851,33.8,40.0,27.6,1003,36,0,2.3,10.4,24,103,2016-05-04
852,30.6,39.9,22.0,1006,47,0,2.4,11.3,24,65,2016-05-05
853,31.4,35.4,25.0,1006,42,0,2.6,4.3,13,54,2016-05-06
854,33.2,38.0,25.0,1004,41,0,2.7,4.6,9,77,2016-05-07
855,35.1,39.2,25.3,1005,40,0,2.4,7.2,11,90,2016-05-08
856,33.8,39.8,27.6,1005,44,0,2.4,9.8,16,77,2016-05-09
857,33.9,38.4,25.0,1006,43,-1,5.8,10.6,27,73,2016-05-10
858,32.6,38.7,24.0,1005,51,0,2.9,7.8,16,66,2016-05-11
859,35.4,40.0,26.5,1001,43,0,2.4,5.0,14,100,2016-05-12
860,37.1,42.0,27.5,1000,30,0,2.9,8.3,18,99,2016-05-13
861,36.5,43.0,27.0,1001,35,0,2.6,4.1,22,105,2016-05-14
862,37.3,42.4,27.4,1002,32,0,2.6,4.8,14,128,2016-05-15
863,37.2,43.0,26.4,999,26,0,2.9,8.5,14,94,2016-05-16
864,37.4,43.4,27.9,997,28,0,3.2,9.6,18,92,2016-05-17
865,37.6,43.3,26.0,997,29,0,3.7,8.5,18,117,2016-05-18
866,37.3,43.7,28.6,997,44,0,2.6,9.4,22,94,2016-05-19
867,37.3,42.8,31.2,996,49,0,2.6,8.3,14,70,2016-05-20
868,36.2,41.5,30.7,995,50,0,2.9,10.9,18,78,2016-05-21
869,36.7,43.0,28.8,995,49,0,2.7,6.5,11,66,2016-05-22
870,32.2,42.7,23.6,998,49,-1,2.4,15.0,37,87,2016-05-23
871,30.9,40.9,23.1,999,58,0,2.6,8.0,14,57,2016-05-24
872,32.9,39.0,27.4,996,50,-1,2.4,9.4,27,105,2016-05-25
873,34.6,39.0,26.0,998,49,0,2.4,6.7,16,111,2016-05-26
874,37.4,41.0,30.6,998,31,0,1.9,14.1,27,180,2016-05-27
875,36.4,41.2,25.7,998,39,0,2.1,15.0,24,109,2016-05-28
876,31.5,41.5,24.0,1000,60,0,2.6,11.7,18,42,2016-05-29
877,26.9,36.7,23.0,1002,76,-1,2.1,9.4,22,56,2016-05-30
878,32.7,37.5,24.7,1002,55,0,2.4,7.4,18,101,2016-05-31
879,36.0,40.0,26.6,1001,46,0,3.1,9.1,22,76,2016-06-01
880,37.7,42.0,30.7,1000,37,0,2.6,11.9,22,81,2016-06-02
881,37.6,43.0,28.7,1001,42,0,2.4,2.8,11,138,2016-06-03
882,38.2,43.0,30.0,1001,45,0,2.6,3.1,11,137,2016-06-04
883,36.4,42.9,30.6,1001,56,0,2.6,8.7,24,77,2016-06-05
884,35.4,42.6,30.2,1002,50,0,2.6,10.9,27,84,2016-06-06
885,34.6,40.3,28.7,1001,51,0,2.7,10.2,25,66,2016-06-07
886,35.9,41.0,28.6,998,50,0,2.6,8.5,18,64,2016-06-08
887,35.7,41.2,30.0,997,48,0,2.3,9.3,27,64,2016-06-09
888,36.1,42.0,28.4,997,46,-1,2.3,10.2,37,75,2016-06-10
889,33.4,41.9,25.4,998,52,0,2.7,8.7,27,69,2016-06-11
890,35.5,39.0,26.9,998,41,0,2.6,9.3,14,70,2016-06-12
891,36.0,41.0,27.6,997,46,-1,2.4,12.8,25,96,2016-06-13
892,32.6,40.7,26.0,996,59,-1,2.6,11.9,29,59,2016-06-14
893,34.7,38.0,30.5,995,55,0,2.4,10.4,18,102,2016-06-15
894,33.6,38.4,28.0,998,55,0,3.2,11.5,22,62,2016-06-16
895,34.2,39.0,25.8,998,55,-1,3.2,7.4,11,67,2016-06-17
896,35.9,39.5,30.1,1000,55,0,2.7,10.9,16,79,2016-06-18
897,35.6,40.0,30.0,1000,57,0,3.1,9.4,25,101,2016-06-19
898,31.1,40.1,26.0,999,74,-1,2.4,7.6,14,83,2016-06-20
899,32.9,38.6,27.0,999,64,0,2.4,8.9,16,72,2016-06-21
900,33.2,37.8,26.8,1000,63,0,2.6,7.0,14,75,2016-06-22
901,33.8,37.5,27.6,999,56,-1,2.4,5.9,16,91,2016-06-23
902,36.5,40.0,29.2,997,50,0,2.4,7.8,14,100,2016-06-24
903,35.5,39.9,31.2,999,60,0,2.4,9.8,18,67,2016-06-25
904,34.9,39.6,29.6,999,61,0,2.4,7.8,14,48,2016-06-26
905,34.4,39.4,26.0,998,63,0,2.3,8.0,14,76,2016-06-27
906,30.8,39.6,25.0,1000,77,-1,2.1,5.4,13,80,2016-06-28
907,35.4,39.0,27.2,1000,61,0,2.6,8.5,18,60,2016-06-29
908,35.4,39.7,28.2,997,61,-1,2.4,6.9,14,69,2016-06-30
909,32.2,39.8,25.4,995,73,-1,2.3,8.3,14,58,2016-07-01
910,28.4,36.6,24.4,998,82,0,2.4,5.2,9,57,2016-07-02
911,29.6,32.0,25.7,997,80,-1,2.3,2.0,7,67,2016-07-03
912,30.7,34.2,24.8,996,78,0,2.1,3.3,11,57,2016-07-04
913,33.2,36.2,27.9,994,70,0,2.3,5.4,13,68,2016-07-05
914,33.1,36.5,28.5,996,67,0,2.3,8.9,14,77,2016-07-06
915,33.6,36.7,28.8,996,66,0,5.8,5.9,11,54,2016-07-07
916,30.7,36.9,28.8,996,78,-1,2.3,5.4,27,54,2016-07-08
917,33.3,37.0,27.8,996,68,0,2.6,6.7,11,52,2016-07-09
918,32.6,36.8,28.8,995,69,-1,2.4,4.6,14,59,2016-07-10
919,31.6,36.7,28.7,997,74,0,2.3,8.1,13,60,2016-07-11
920,30.6,35.0,28.6,998,81,-1,2.4,5.6,18,39,2016-07-12
921,31.1,34.2,27.8,997,78,-1,2.6,6.9,24,71,2016-07-13
922,30.4,35.4,26.7,997,82,-1,2.1,5.2,14,73,2016-07-14
923,31.0,35.2,26.0,997,80,-1,2.4,7.2,18,52,2016-07-15
924,27.1,32.7,24.6,999,95,-1,1.9,4.4,9,50,2016-07-16
925,28.1,30.0,26.2,1000,87,-1,2.3,6.7,11,75,2016-07-17
926,27.6,31.2,25.0,1000,93,-1,1.9,6.9,37,44,2016-07-18
927,32.4,35.2,26.2,999,72,0,2.9,13.5,25,42,2016-07-19
928,34.1,37.0,28.5,998,63,0,3.2,13.0,22,56,2016-07-20
929,34.1,37.2,29.0,998,61,0,2.6,11.5,22,45,2016-07-21
930,34.1,37.5,29.5,998,59,0,3.2,8.7,14,48,2016-07-22
931,31.9,37.3,28.4,1000,69,-1,2.9,7.8,13,42,2016-07-23
932,31.4,35.0,28.4,1001,75,0,2.3,2.4,11,59,2016-07-24
933,31.9,35.0,28.3,1001,72,0,2.1,2.8,9,76,2016-07-25
934,30.3,35.0,27.6,1002,83,5,2.3,6.5,16,54,2016-07-26
935,28.3,35.8,26.8,1003,89,-1,1.6,4.3,11,40,2016-07-27
936,29.5,33.0,26.0,1001,82,-1,1.9,5.2,14,46,2016-07-28
937,27.5,33.5,26.0,1000,93,-1,1.4,2.4,22,56,2016-07-29
938,27.3,30.0,26.0,1000,94,-1,1.8,1.9,9,42,2016-07-30
939,29.2,31.0,26.0,1000,85,0,1.8,4.6,13,48,2016-07-31
940,29.1,32.6,26.4,998,85,-1,1.8,5.9,13,43,2016-08-01
941,30.9,35.0,26.0,997,73,-1,2.6,6.5,11,43,2016-08-02
942,32.6,36.0,26.2,997,66,0,3.4,5.6,9,50,2016-08-03
943,33.4,37.0,28.5,998,65,0,3.2,7.8,14,49,2016-08-04
944,33.7,37.0,28.6,999,65,-1,3.2,4.3,11,39,2016-08-05
945,30.0,36.7,27.6,1000,78,-1,2.3,6.9,16,43,2016-08-06
946,33.3,36.0,26.4,999,67,0,3.2,7.8,18,42,2016-08-07
947,33.4,36.5,28.6,999,66,0,2.9,9.8,16,44,2016-08-08
948,31.2,36.7,28.0,997,75,-1,2.7,9.1,14,41,2016-08-09
949,31.4,35.5,27.5,999,74,-1,2.6,10.0,18,39,2016-08-10
950,28.1,35.3,26.4,1001,90,-1,1.6,8.0,14,30,2016-08-11
951,28.9,33.0,26.2,1001,86,-1,1.6,3.7,14,42,2016-08-12
952,29.9,34.0,25.5,1000,80,-1,1.4,3.3,11,56,2016-08-13
953,29.0,33.7,26.0,999,85,-1,2.1,6.5,22,40,2016-08-14
954,31.3,34.5,27.0,997,71,0,3.2,12.2,22,39,2016-08-15
955,31.1,35.0,26.4,996,69,0,2.9,13.9,24,49,2016-08-16
956,29.8,35.2,26.4,998,75,-1,2.7,5.6,11,62,2016-08-17
957,29.6,33.0,26.4,998,82,-1,1.8,1.7,7,55,2016-08-18
958,31.7,34.0,26.4,999,71,0,2.6,2.0,11,59,2016-08-19
959,32.6,36.0,27.6,999,70,0,2.7,10.6,20,48,2016-08-20
960,31.2,35.9,26.1,1000,71,0,3.2,8.7,18,28,2016-08-21
961,31.6,35.4,26.1,1002,69,0,2.9,8.0,18,28,2016-08-22
962,31.4,35.5,27.7,1002,72,0,3.2,6.1,9,38,2016-08-23
963,29.9,33.7,28.0,1002,81,-1,2.3,10.9,35,43,2016-08-24
964,31.0,35.0,26.8,1004,76,-1,2.6,6.1,14,45,2016-08-25
965,30.8,35.2,26.8,1005,76,-1,2.7,3.7,18,54,2016-08-26
966,31.4,36.0,25.5,-1,73,0,3.1,6.5,13,56,2016-08-27
967,32.8,37.0,27.5,1004,71,-1,2.7,7.4,14,57,2016-08-28
968,29.1,37.0,25.6,1003,84,-1,2.1,5.7,14,54,2016-08-29
969,29.5,34.7,25.0,1002,80,-1,2.4,2.2,14,48,2016-08-30
970,27.3,33.3,24.0,1002,89,-1,2.1,7.8,27,37,2016-08-31
971,27.8,31.0,25.2,1001,88,62,2.4,4.6,7,28,2016-09-01
972,30.7,34.0,25.5,1000,73,6,2.6,13.7,22,44,2016-09-02
973,30.7,34.0,25.0,1000,65,0,3.4,12.0,27,46,2016-09-03
974,30.9,34.4,25.5,1003,65,0,3.4,11.9,20,57,2016-09-04
975,30.7,35.0,25.2,1003,65,0,3.5,14.3,28,45,2016-09-05
976,30.7,34.5,25.4,1003,62,0,3.4,15.7,25,50,2016-09-06
977,31.1,35.0,25.0,1003,64,0,3.2,10.4,18,50,2016-09-07
978,31.3,35.0,26.0,1004,63,0,3.2,11.5,18,71,2016-09-08
979,31.5,35.5,26.1,-1,60,0,3.2,13.5,22,87,2016-09-09
980,31.4,35.6,26.5,1004,60,0,3.2,12.6,20,45,2016-09-10
981,31.1,35.5,25.5,1004,60,0,3.4,8.9,18,45,2016-09-11
982,31.3,35.0,25.4,1005,60,0,2.9,10.2,22,49,2016-09-12
983,31.4,36.0,26.7,1006,65,0,3.1,8.3,13,57,2016-09-13
984,30.4,35.6,25.7,1006,72,-1,2.9,4.3,14,47,2016-09-14
985,31.6,35.0,25.7,1005,63,0,2.6,3.7,-1,79,2016-09-15
986,31.4,36.0,25.0,1003,62,0,3.2,3.7,13,67,2016-09-16
987,31.6,36.1,26.0,1003,64,0,2.4,2.6,7,81,2016-09-17
988,32.0,36.0,26.0,1004,62,0,2.7,2.8,9,86,2016-09-18
989,31.7,37.1,26.0,1003,63,0,2.9,1.7,5,75,2016-09-19
990,32.5,37.2,25.3,1003,59,0,3.1,1.7,7,94,2016-09-20
991,32.6,37.4,27.0,1005,63,0,2.6,6.3,13,89,2016-09-21
992,29.7,37.4,26.0,1007,71,0,2.7,7.6,18,32,2016-09-22
993,30.6,35.0,25.0,1004,68,0,2.9,3.1,7,55,2016-09-23
994,30.7,34.9,26.4,1003,70,0,2.7,4.8,9,56,2016-09-24
995,30.7,34.8,25.6,1004,66,0,2.6,3.3,11,56,2016-09-25
996,31.2,35.0,25.2,-1,63,0,2.7,3.0,9,89,2016-09-26
997,31.4,35.2,26.0,1005,62,0,3.1,2.0,7,52,2016-09-27
998,31.7,36.0,25.2,1004,59,0,2.9,2.2,7,105,2016-09-28
999,31.9,36.5,26.6,1004,65,0,2.3,4.4,9,101,2016-09-29
1000,31.8,35.4,26.5,1005,63,0,2.6,2.0,5,84,2016-09-30
1001,31.9,36.0,26.5,1007,66,0,2.3,2.4,7,117,2016-10-01
1002,32.4,36.4,27.5,1007,65,0,3.1,3.5,11,81,2016-10-02
1003,32.7,36.1,27.7,-1,64,0,2.6,3.3,7,103,2016-10-03
1004,30.1,36.1,25.2,1005,73,-1,1.8,5.6,18,159,2016-10-04
1005,28.6,35.7,24.5,1004,74,-1,2.3,3.1,11,81,2016-10-05
1006,30.2,33.5,25.5,1006,69,0,1.9,3.0,9,117,2016-10-06
1007,30.3,35.0,24.7,1007,62,0,2.3,7.6,18,114,2016-10-07
1008,29.9,35.0,23.0,1006,60,0,2.6,6.7,24,132,2016-10-08
1009,30.0,36.0,22.5,1004,63,0,2.6,3.0,7,144,2016-10-09
1010,29.3,35.6,24.3,1005,55,0,2.9,4.4,9,125,2016-10-10
1011,28.6,34.0,20.7,1006,54,0,2.4,7.4,16,134,2016-10-11
1012,28.6,35.0,20.4,1006,50,0,3.1,10.6,22,114,2016-10-12
1013,28.6,35.0,19.8,1008,49,0,3.7,11.5,22,86,2016-10-13
1014,28.3,35.2,19.0,1009,53,0,3.4,9.1,35,94,2016-10-14
1015,26.8,35.2,17.5,1010,57,0,2.6,5.7,13,144,2016-10-15
1016,27.4,34.0,17.5,1010,52,0,3.1,5.9,18,132,2016-10-16
1017,27.7,34.5,19.0,-1,51,0,3.1,5.6,18,149,2016-10-17
1018,27.2,34.2,18.2,1008,52,0,2.9,6.9,21,161,2016-10-18
1019,27.6,35.0,17.6,1007,53,0,3.1,5.9,13,140,2016-10-19
1020,27.7,35.0,18.6,1006,52,0,3.1,7.8,28,135,2016-10-20
1021,27.3,35.0,19.0,1007,55,0,3.2,7.2,27,161,2016-10-21
1022,28.0,35.0,19.6,1008,54,0,3.2,12.4,24,140,2016-10-22
1023,26.3,34.7,19.2,1008,60,0,2.3,9.4,18,182,2016-10-23
1024,27.6,35.0,18.9,1007,54,0,2.7,10.6,29,164,2016-10-24
1025,27.2,34.5,19.5,1009,58,0,3.1,11.1,25,115,2016-10-25
1026,26.4,33.0,18.4,1012,60,0,2.6,4.6,14,209,2016-10-26
1027,25.4,33.4,16.5,1014,62,0,1.6,5.0,14,296,2016-10-27
1028,24.6,32.3,16.1,1012,61,0,1.3,7.0,14,318,2016-10-28
1029,24.4,32.0,15.0,1013,66,0,1.3,1.5,7,350,2016-10-29
1030,24.2,32.5,15.0,1015,72,0,1.6,1.9,7,355,2016-10-30
1031,23.7,31.7,15.5,1017,69,0,1.0,1.3,5,434,2016-10-31
1032,23.4,31.1,14.2,1016,60,0,1.1,3.0,7,394,2016-11-01
1033,22.6,30.6,15.8,1015,69,0,0.5,1.1,5,537,2016-11-02
1034,23.9,32.0,14.5,1015,63,0,1.0,2.0,5,482,2016-11-03
1035,23.4,32.0,14.5,1012,61,0,1.0,3.3,16,342,2016-11-04
1036,22.3,31.4,15.4,1010,68,0,0.3,4.6,13,588,2016-11-05
1037,21.8,30.0,13.5,1011,64,0,0.3,2.0,9,685,2016-11-06
1038,23.2,30.2,14.0,1012,55,0,1.1,7.4,18,488,2016-11-07
1039,22.5,29.5,15.6,1013,56,0,1.1,11.7,22,338,2016-11-08
1040,21.7,30.0,12.2,1014,52,0,1.1,6.3,16,307,2016-11-09
1041,22.0,30.0,11.5,1013,52,0,1.1,2.8,7,291,2016-11-10
1042,22.3,30.1,12.1,1015,60,0,1.0,2.4,11,277,2016-11-12
1043,23.1,30.1,14.1,1016,58,0,1.3,4.3,13,228,2016-11-13
1044,22.2,30.2,13.6,1015,63,0,1.6,1.5,3,194,2016-11-14
1045,20.8,29.3,12.1,1016,58,0,1.8,3.5,9,236,2016-11-15
