Day,T,TM,Tm,SLP,H,VV,V,VM
1,31.2,39.4,24.2,1005.8,52,2.7,5.4,14.8
2,30.2,37.6,23.6,1006.3,47,2.6,4.4,11.1
3,30.9,38.9,21.7,1006.7,44,2.7,3,11.1
4,nan,nan,nan,nan,nan,nan,nan,nan
5,nan,nan,nan,nan,nan,nan,nan,nan
6,nan,nan,nan,nan,nan,nan,nan,nan
7,35.7,42.7,27.6,1003.4,21,1.9,14.4,27.8
8,34.1,42.7,27,1003.2,29,1.9,12.2,27.8
9,35.1,42.7,25.7,1001.6,35,2.3,8.3,18.3
10,nan,nan,nan,nan,nan,nan,nan,nan
11,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan
13,28.3,38.7,23.8,1006.5,65,2.4,7.8,14.8
14,29.9,35.9,22,1007.4,56,2.6,4.4,11.1
15,28.7,35.8,24.2,1006.5,58,1.9,7,18.3
16,nan,nan,nan,nan,nan,nan,nan,nan
17,nan,nan,nan,nan,nan,nan,nan,nan
18,nan,nan,nan,nan,nan,nan,nan,nan
19,31.4,41.5,24.9,1002.2,50,1.8,14.8,50
20,33.2,41.5,22.4,1002,38,2.4,14.6,22.2
21,35.8,42.6,27,1000.4,30,2.6,11.3,24.1
22,nan,nan,nan,nan,nan,nan,nan,nan
23,nan,nan,nan,nan,nan,nan,nan,nan
24,nan,nan,nan,nan,nan,nan,nan,nan
25,37.8,45.5,28,996.7,29,2.6,10.9,22.2
26,35.3,45.5,24.4,999.2,33,2.3,17,55.4
27,33.8,45,24.8,1001.3,26,2.6,6.7,18.3
28,nan,nan,nan,nan,nan,nan,nan,nan
29,nan,nan,nan,nan,nan,nan,nan,nan
30,nan,nan,nan,nan,nan,nan,nan,nan
31,35.3,40.6,28.9,1000.7,30,1.9,15.2,27.8
1,30.1,40.6,23.5,1002.2,47,1.9,14.3,29.4
2,31.6,39.9,22.2,1003.4,46,1.9,8.5,20.6
3,28.7,34.1,23.6,1004.3,59,1.9,6.7,11.1
4,nan,nan,nan,nan,nan,nan,nan,nan
5,nan,nan,nan,nan,nan,nan,nan,nan
6,nan,nan,nan,nan,nan,nan,nan,nan
7,35.1,42.5,26,999.4,42,2.6,7.2,16.5
8,36.3,42.9,27.7,998.7,38,2.6,6.3,22.2
9,37.6,42.4,30,998.8,32,1.9,18.7,27.8
10,nan,nan,nan,nan,nan,nan,nan,nan
11,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan
13,31.9,41.6,28,998.8,52,2.3,9.4,14.8
14,27,39.7,20.5,1000.2,82,1.9,3.9,13
15,30.8,34.9,25.5,999.4,66,1.9,3.1,9.4
16,nan,nan,nan,nan,nan,nan,nan,nan
17,nan,nan,nan,nan,nan,nan,nan,nan
18,nan,nan,nan,nan,nan,nan,nan,nan
19,35.9,41.6,29,996.7,54,1.9,8.5,18.3
20,33,42.3,27.2,997.8,56,1.9,13,25.9
21,30.4,34.4,25.3,997,70,1.9,5.6,20.6
22,nan,nan,nan,nan,nan,nan,nan,nan
23,nan,nan,nan,nan,nan,nan,nan,nan
24,nan,nan,nan,nan,nan,nan,nan,nan
25,26.5,36.8,22.4,994.9,86,1.8,6.3,11.1
26,31.5,36.8,24,994.7,62,1.8,11.7,22.2
27,32.7,38,27,996.9,56,1.9,14.1,29.4
28,nan,nan,nan,nan,nan,nan,nan,nan
29,nan,nan,nan,nan,nan,nan,nan,nan
30,nan,nan,nan,nan,nan,nan,nan,nan
1,31.9,37.8,25,1001.8,61,1.9,4.3,9.4
2,33.8,38.9,27,1001.1,54,1.9,7,13
3,33.4,39.8,27.6,999.7,54,1.9,13,25.9
4,nan,nan,nan,nan,nan,nan,nan,nan
5,nan,nan,nan,nan,nan,nan,nan,nan
6,nan,nan,nan,nan,nan,nan,nan,nan
7,28.3,33.6,23.3,998.4,87,1.9,1.7,7.6
8,31.2,35.8,24.8,998.6,77,1.9,2.8,11.1
9,29.7,35.8,25.2,998.9,82,1.9,2.6,9.4
10,nan,nan,nan,nan,nan,nan,nan,nan
11,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan
13,29.9,33.7,23.3,1000.6,78,2.6,4.8,11.1
14,31.1,35.6,26.4,998.5,73,1.9,10.9,18.3
15,33.4,37,27,994.1,61,1.9,17.2,29.4
16,nan,nan,nan,nan,nan,nan,nan,nan
17,nan,nan,nan,nan,nan,nan,nan,nan
18,nan,nan,nan,nan,nan,nan,nan,nan
19,30.1,34.7,26,997.7,76,1.9,0.7,5.4
20,29.1,34.7,24.4,999.2,82,1.9,4.8,11.1
21,31.5,35.7,25.7,999.9,74,1.9,8.1,13
22,nan,nan,nan,nan,nan,nan,nan,nan
23,nan,nan,nan,nan,nan,nan,nan,nan
24,nan,nan,nan,nan,nan,nan,nan,nan
25,31.3,36.5,27.3,999.3,73,2.7,8.7,14.8
26,30,36.6,27,998.8,76,2.6,16.9,25.9
27,29.7,34.7,24.6,1000.2,74,2.7,11.3,18.3
28,nan,nan,nan,nan,nan,nan,nan,nan
29,nan,nan,nan,nan,nan,nan,nan,nan
30,nan,nan,nan,nan,nan,nan,nan,nan
31,28.9,31.6,25,999.7,77,1.9,4.1,14.8
1,28.4,32.6,25.4,1002.7,77,1.9,0.9,7.6
2,29.8,33.9,25,1003.5,75,1.9,2.6,7.6
3,31.6,35.5,25.4,1001.9,63,1.9,5.4,11.1
4,nan,nan,nan,nan,nan,nan,nan,nan
5,nan,nan,nan,nan,nan,nan,nan,nan
6,nan,nan,nan,nan,nan,nan,nan,nan
7,29.4,34.4,26.4,999.9,86,1.8,2.2,14.8
8,28.8,34.4,25.3,1001.7,88,1.6,1.7,7.6
9,27.5,30.8,25,1000.2,92,1.3,3,7.6
10,nan,nan,nan,nan,nan,nan,nan,nan
11,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan
13,31.9,35.8,28,1001.8,75,1.9,0.4,3.5
14,30.9,35.8,28.6,1001.8,78,1.9,3.3,14.8
15,28.5,33.8,26.2,1002.7,88,1.4,0,-
16,nan,nan,nan,nan,nan,nan,nan,nan
17,nan,nan,nan,nan,nan,nan,nan,nan
18,nan,nan,nan,nan,nan,nan,nan,nan
19,31.6,35.6,25.8,1002.7,67,2.9,13,22.2
20,30.9,35.5,27.7,1001.5,66,1.9,14.6,27.8
21,29.5,34.5,27.6,1002,77,1.9,8.5,18.3
22,nan,nan,nan,nan,nan,nan,nan,nan
23,nan,nan,nan,nan,nan,nan,nan,nan
24,nan,nan,nan,nan,nan,nan,nan,nan
25,32,35.6,27,1000.9,64,3.4,10,20.6
26,31.9,36.2,28,1001.1,68,2.6,4.8,14.8
27,32.4,36.9,28.1,1001.9,68,2.7,5.4,11.1
28,nan,nan,nan,nan,nan,nan,nan,nan
29,nan,nan,nan,nan,nan,nan,nan,nan
30,nan,nan,nan,nan,nan,nan,nan,nan
31,32.2,36.8,28.4,1002,61,2.6,14.6,24.1
1,32.1,36.6,28,1000.8,56,1.9,15.4,25.9
2,31.9,36.6,27.5,1001.7,54,1.9,12.8,24.1
3,31.4,36.5,27.6,1005.5,56,1.9,11.7,25.9
4,nan,nan,nan,nan,nan,nan,nan,nan
5,nan,nan,nan,nan,nan,nan,nan,nan
6,nan,nan,nan,nan,nan,nan,nan,nan
7,31.5,36.9,26.6,1005.7,53,1.9,9.4,22.2
8,31.9,36.9,26.8,1005.8,54,2.7,11.9,35.2
9,31,36.7,26.4,1005.7,54,2.6,10.2,31.7
10,nan,nan,nan,nan,nan,nan,nan,nan
11,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan
13,32.2,37.9,27.3,1005.8,61,1.9,1.3,3.5
14,31.8,37.9,26.8,1003.5,59,1.9,2.6,9.4
15,32.9,38,27.5,1003.3,62,1.9,0.4,3.5
16,nan,nan,nan,nan,nan,nan,nan,nan
17,nan,nan,nan,nan,nan,nan,nan,nan
18,nan,nan,nan,nan,nan,nan,nan,nan
19,30.4,35.9,26,1003.6,78,1.6,2,7.6
20,29.1,34.8,27.2,1003.4,76,1.9,4.6,11.1
21,30.2,36.5,26.2,1002.3,70,1.9,5.7,14.8
22,nan,nan,nan,nan,nan,nan,nan,nan
23,nan,nan,nan,nan,nan,nan,nan,nan
24,nan,nan,nan,nan,nan,nan,nan,nan
25,28.4,33.9,23.5,1003.8,55,2.6,8.5,20.6
26,29.4,35.1,23.7,1005.3,60,2.3,6.3,14.8
27,28.6,35.2,25,1007.2,64,2.3,3,9.4
28,nan,nan,nan,nan,nan,nan,nan,nan
29,nan,nan,nan,nan,nan,nan,nan,nan
30,nan,nan,nan,nan,nan,nan,nan,nan
1,28.1,35.3,21.5,1011.8,56,2.6,5.6,13
2,28.3,35.5,20.6,1011.1,57,3.2,5,-
3,30.1,36.1,23.7,1007.8,58,3.1,5.7,-
4,nan,nan,nan,nan,nan,nan,nan,nan
5,nan,nan,nan,nan,nan,nan,nan,nan
6,nan,nan,nan,nan,nan,nan,nan,nan
7,28.6,35.6,22.7,1009,72,1.9,6.5,18.3
8,28.5,35.4,23.2,1007.3,70,1.9,4.4,14.8
9,28.6,36,21.8,1004.3,65,1.9,6.1,24.1
10,nan,nan,nan,nan,nan,nan,nan,nan
11,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan
13,29.6,35.5,25,1011,69,1.9,3.7,9.4
14,28.2,34.9,22.9,1012.7,70,1.9,3.9,9.4
15,27.6,34.9,21.5,1013.6,71,1.8,0.4,3.5
16,nan,nan,nan,nan,nan,nan,nan,nan
17,nan,nan,nan,nan,nan,nan,nan,nan
18,nan,nan,nan,nan,nan,nan,nan,nan
19,28.2,36.1,21.9,1011.7,70,1.9,3.5,9.4
20,27.7,36.2,22.9,1009.9,69,1.9,3,9.4
21,26.6,36.2,21,1012,68,1.6,2,7.6
22,nan,nan,nan,nan,nan,nan,nan,nan
23,nan,nan,nan,nan,nan,nan,nan,nan
24,nan,nan,nan,nan,nan,nan,nan,nan
25,26.4,34.4,18.3,1012.8,53,2.1,5.4,14.8
26,25.4,34.4,20.3,1015,59,1.9,5.6,16.5
27,24.7,33.3,18.5,1014,61,2.3,3.5,7.6
28,nan,nan,nan,nan,nan,nan,nan,nan
29,nan,nan,nan,nan,nan,nan,nan,nan
30,nan,nan,nan,nan,nan,nan,nan,nan
31,22.3,29.8,15.6,1016,73,1.6,1.1,5.4
1,22.9,31.4,16.2,1016.1,73,1.4,0.9,3.5
2,23.4,31.8,17.3,1015.8,75,1.6,0.4,3.5
3,23.9,31.8,18.6,1014.2,73,1.8,0.4,1.9
4,nan,nan,nan,nan,nan,nan,nan,nan
5,nan,nan,nan,nan,nan,nan,nan,nan
6,nan,nan,nan,nan,nan,nan,nan,nan
7,21.9,30.2,16.1,1014.8,79,0.5,1.1,7.6
8,21.9,29,17.1,1016,75,1.1,1.9,5.4
9,22.1,29.8,16.1,1015,77,1.3,0.7,3.5
10,nan,nan,nan,nan,nan,nan,nan,nan
11,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan
13,22.3,29.3,16.1,1014.9,64,0.8,5.4,18.3
14,22.4,29.8,16.5,1012,65,1.1,3.5,13
15,22.6,32,15,1011.9,66,1.6,0,-
16,nan,nan,nan,nan,nan,nan,nan,nan
17,nan,nan,nan,nan,nan,nan,nan,nan
18,nan,nan,nan,nan,nan,nan,nan,nan
19,18.5,27.7,11.5,1017.6,68,1.3,0.9,7.6
20,18.6,27.7,11.4,1016.4,69,1.1,0.4,3.5
21,18.8,28.5,11.5,1015.4,69,0.8,1.3,3.5
22,nan,nan,nan,nan,nan,nan,nan,nan
23,nan,nan,nan,nan,nan,nan,nan,nan
24,nan,nan,nan,nan,nan,nan,nan,nan
25,19.3,28,13,1014.7,61,1.9,5.7,18.3
26,20,29.1,11.9,1012.6,64,1.4,0.9,7.6
27,18.4,29.1,13.5,1011.4,71,1.3,2.6,7.6
28,nan,nan,nan,nan,nan,nan,nan,nan
29,nan,nan,nan,nan,nan,nan,nan,nan
30,nan,nan,nan,nan,nan,nan,nan,nan
1,19.3,28,13.8,1014.7,81,0.6,1.7,7.6
2,17.9,26.2,13.5,1016.2,75,0.8,2,11.1
3,17.6,24.6,11.2,1016.1,75,0.8,7,18.3
4,nan,nan,nan,nan,nan,nan,nan,nan
5,nan,nan,nan,nan,nan,nan,nan,nan
6,nan,nan,nan,nan,nan,nan,nan,nan
7,17.8,26.2,11,1017.1,79,0.6,2,7.6
8,20.2,27,12,1015.8,68,1,1.3,5.4
9,19.2,26.9,11.6,1015.4,78,1,4.8,14.8
10,nan,nan,nan,nan,nan,nan,nan,nan
11,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan
13,14.8,21,6.8,1016.4,63,2.4,5.4,13
14,14.6,21.3,6,1017.1,59,2.6,8.1,14.8
15,15.2,22.2,7,1016.5,60,2.4,7,14.8
16,nan,nan,nan,nan,nan,nan,nan,nan
17,nan,nan,nan,nan,nan,nan,nan,nan
18,nan,nan,nan,nan,nan,nan,nan,nan
19,14.4,21.1,6.8,1019.1,65,1.6,5.6,13
20,12.6,21,0,1018.9,68,1.4,2.6,9.4
21,13.7,21,5.6,1018.8,71,1.3,1.5,7.6
22,nan,nan,nan,nan,nan,nan,nan,nan
23,nan,nan,nan,nan,nan,nan,nan,nan
24,nan,nan,nan,nan,nan,nan,nan,nan
25,13.3,19.3,5.5,1021.9,62,1.9,7.8,14.8
26,14.4,21.5,5.5,1021,60,1.8,8.9,18.3
27,16.3,22.5,7.6,1020.6,64,1.4,8.1,14.8
28,nan,nan,nan,nan,nan,nan,nan,nan
29,nan,nan,nan,nan,nan,nan,nan,nan
30,nan,nan,nan,nan,nan,nan,nan,nan
31,-,-,-,-,-,-,-,-
1,16.9,25.1,6.6,1021.3,65,1.1,2,7.6
2,15.5,24.1,7.7,1021,71,1.1,3.5,11.1
3,14.9,22.8,8,1018.4,73,1.1,5.9,13
4,nan,nan,nan,nan,nan,nan,nan,nan
5,nan,nan,nan,nan,nan,nan,nan,nan
6,nan,nan,nan,nan,nan,nan,nan,nan
7,18.3,24.7,11.5,1018.1,85,0.5,1.1,7.6
8,16.5,24.7,12,1017.4,82,0.6,8,13
9,16.6,22.2,10.2,1015.4,65,1.8,10,20.6
10,nan,nan,nan,nan,nan,nan,nan,nan
11,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan
13,18.2,25.1,12,1014.4,77,0.6,5,11.1
14,15.6,23.2,10.9,1015.6,82,0.6,4.3,9.4
15,13,19,9.6,1016.9,85,0.8,10.7,16.5
16,nan,nan,nan,nan,nan,nan,nan,nan
17,nan,nan,nan,nan,nan,nan,nan,nan
18,nan,nan,nan,nan,nan,nan,nan,nan
19,12.3,19,8.9,1015.8,91,0.5,4.6,9.4
20,11.9,15.7,7.5,1018.9,86,0.8,6.1,11.1
21,12,17,6.7,1019.8,75,1.3,7.6,13
22,nan,nan,nan,nan,nan,nan,nan,nan
23,nan,nan,nan,nan,nan,nan,nan,nan
24,nan,nan,nan,nan,nan,nan,nan,nan
25,11.7,18,6.4,1017.3,76,0.8,4.4,13
26,14.6,21,6.8,1015.6,81,0.6,2.4,7.6
27,17.7,24,9,1014.5,69,1.4,4.4,9.4
28,nan,nan,nan,nan,nan,nan,nan,nan
29,nan,nan,nan,nan,nan,nan,nan,nan
30,nan,nan,nan,nan,nan,nan,nan,nan
31,17.4,27.2,12.2,1016.4,79,1.1,7.8,18.3
1,15.9,22.4,8.4,1017.6,66,2.4,7.2,16.5
2,15.2,22.6,6.6,1018.2,56,1.9,8.9,22.2
3,12.7,19.5,8,1017.6,69,1.3,8.3,18.3
4,nan,nan,nan,nan,nan,nan,nan,nan
5,nan,nan,nan,nan,nan,nan,nan,nan
6,nan,nan,nan,nan,nan,nan,nan,nan
7,15.6,24.6,10.7,1015.7,81,1.3,2.8,9.4
8,17.1,23.2,9,1017.1,69,1.8,5.9,11.1
9,17.6,24,10.1,1014.8,67,1.4,5.9,14.8
10,nan,nan,nan,nan,nan,nan,nan,nan
11,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan
13,17.2,26,11.5,1014.7,65,2.3,5.7,14.8
14,17.7,24.4,9.7,1017,64,2.1,8,18.3
15,17.4,24.4,10.1,1018.9,61,2.3,6.1,11.1
16,nan,nan,nan,nan,nan,nan,nan,nan
17,nan,nan,nan,nan,nan,nan,nan,nan
18,nan,nan,nan,nan,nan,nan,nan,nan
19,23.1,30,15.6,1014.9,71,1.4,4.1,9.4
20,23.7,29.8,18.7,1014,75,1.4,11.1,18.3
21,20.9,27.8,15.8,1014.4,62,2.6,17.2,27.8
22,nan,nan,nan,nan,nan,nan,nan,nan
23,nan,nan,nan,nan,nan,nan,nan,nan
24,nan,nan,nan,nan,nan,nan,nan,nan
25,22.6,30.3,11.5,1015.4,57,2.4,5.4,11.1
26,22.7,30.4,12.8,1017.7,56,2.6,2.4,7.6
27,22.7,30.6,13,1018.4,58,2.4,3.3,7.6
28,nan,nan,nan,nan,nan,nan,nan,nan
29,nan,nan,nan,nan,nan,nan,nan,nan
1,25,31,15,1015.7,59,1.9,1.7,5.4
2,24.9,32.4,15.2,1015,57,1.9,1.7,9.4
3,26.8,33.4,15.7,1014.5,52,2.4,4.6,9.4
4,nan,nan,nan,nan,nan,nan,nan,nan
5,nan,nan,nan,nan,nan,nan,nan,nan
6,nan,nan,nan,nan,nan,nan,nan,nan
7,23.7,29.1,15.8,1011.9,67,2.1,5.2,11.1
8,23.4,29.1,17,1011.4,63,2.1,6.7,16.5
9,24.3,29,15.6,1011.7,56,1.9,10,18.3
10,nan,nan,nan,nan,nan,nan,nan,nan
11,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan
13,24.3,31,16.8,1010.8,66,3.4,6.9,14.8
14,22.4,29.5,17.1,1014.1,68,3.4,6.3,16.5
15,24.1,29.2,14.5,1014.4,59,2.4,8.5,18.3
16,nan,nan,nan,nan,nan,nan,nan,nan
17,nan,nan,nan,nan,nan,nan,nan,nan
18,nan,nan,nan,nan,nan,nan,nan,nan
19,26.8,33,19,1008.8,61,2.3,3.5,11.1
20,27.1,33,19,1009.9,61,2.6,2.8,13
21,26.5,32.8,19.5,1010.5,45,2.9,12.2,25.9
22,nan,nan,nan,nan,nan,nan,nan,nan
23,nan,nan,nan,nan,nan,nan,nan,nan
24,nan,nan,nan,nan,nan,nan,nan,nan
25,29.8,36.2,18.2,1012.7,52,2.4,3.3,7.6
26,24.7,36.6,19.7,1012.8,66,2.4,9.4,14.8
27,26.2,32,19.5,1012.5,56,3.1,9.1,14.8
28,nan,nan,nan,nan,nan,nan,nan,nan
29,nan,nan,nan,nan,nan,nan,nan,nan
30,nan,nan,nan,nan,nan,nan,nan,nan
31,29.9,37,19.5,1008.3,39,2.7,4.4,9.4
1,30.4,37.5,21.6,1006.3,41,2.6,12,27.8
2,32.3,39,21.5,1007.3,39,3.4,5.4,13
3,33.4,39.1,24.8,1008,47,2.1,2.6,7.6
4,nan,nan,nan,nan,nan,nan,nan,nan
5,nan,nan,nan,nan,nan,nan,nan,nan
6,nan,nan,nan,nan,nan,nan,nan,nan
7,29.5,36.9,21.5,1007.2,41,2.3,11.3,16.5
8,29.3,36,18.8,1008.8,37,3.2,4.8,11.1
9,30.9,37,19,1008.9,33,2.6,6.9,14.8
10,nan,nan,nan,nan,nan,nan,nan,nan
11,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan
13,31.6,38,23.2,1002.6,30,3.1,18.7,35.2
14,33.1,39,24,1003,26,2.6,10.4,24.1
15,33.6,40,23,1003.8,27,2.4,9.8,18.3
16,-,-,-,-,-,-,-,-
17,nan,nan,nan,nan,nan,nan,nan,nan
18,nan,nan,nan,nan,nan,nan,nan,nan
19,nan,nan,nan,nan,nan,nan,nan,nan
20,34,40.6,26.3,1005.5,29,2.6,13.9,22.2
21,33.9,39.6,25.8,1002.7,28,2.7,15.7,29.4
22,33.3,39.4,24.8,1000.7,28,3.1,8.3,18.3
23,nan,nan,nan,nan,nan,nan,nan,nan
24,nan,nan,nan,nan,nan,nan,nan,nan
25,nan,nan,nan,nan,nan,nan,nan,nan
26,33.4,40,21.2,1006.3,27,2.6,3.7,14.8
27,33.2,40.3,22.2,1005.1,29,2.3,5,14.8
28,34,40.7,22.2,1004.6,24,2.4,11.9,22.2
29,nan,nan,nan,nan,nan,nan,nan,nan
30,nan,nan,nan,nan,nan,nan,nan,nan
1,34.7,41.5,22,1001.7,24,2.3,8.5,16.5
2,38,44,23.8,1001.1,20,2.6,9.6,29.4
3,35.4,44,28,1003.2,35,2.7,6.5,18.3
4,nan,nan,nan,nan,nan,nan,nan,nan
5,nan,nan,nan,nan,nan,nan,nan,nan
6,nan,nan,nan,nan,nan,nan,nan,nan
7,33.2,38,25,1004.6,41,2.7,4.6,9.4
8,35.1,39.2,25.3,1005.1,40,2.4,7.2,11.1
9,33.8,39.8,27.6,1005.5,44,2.4,9.8,16.5
10,nan,nan,nan,nan,nan,nan,nan,nan
11,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan
13,37.1,42,27.5,1000.7,30,2.9,8.3,18.3
14,36.5,43,27,1001.8,35,2.6,4.1,22.2
15,37.3,42.4,27.4,1002.4,32,2.6,4.8,14.8
16,nan,nan,nan,nan,nan,nan,nan,nan
17,nan,nan,nan,nan,nan,nan,nan,nan
18,nan,nan,nan,nan,nan,nan,nan,nan
19,37.3,43.7,28.6,997.4,44,2.6,9.4,22.2
20,37.3,42.8,31.2,996.2,49,2.6,8.3,14.8
21,36.2,41.5,30.7,995.3,50,2.9,10.9,18.3
22,nan,nan,nan,nan,nan,nan,nan,nan
23,nan,nan,nan,nan,nan,nan,nan,nan
24,nan,nan,nan,nan,nan,nan,nan,nan
25,32.9,39,27.4,996.6,50,2.4,9.4,27.8
26,34.6,39,26,998.4,49,2.4,6.7,16.5
27,37.4,41,30.6,998.8,31,1.9,14.1,27.8
28,nan,nan,nan,nan,nan,nan,nan,nan
29,nan,nan,nan,nan,nan,nan,nan,nan
30,nan,nan,nan,nan,nan,nan,nan,nan
31,32.7,37.5,24.7,1002.3,55,2.4,7.4,18.3
1,36,40,26.6,1001.7,46,3.1,9.1,22.2
2,37.7,42,30.7,1000.9,37,2.6,11.9,22.2
3,37.6,43,28.7,1001.2,42,2.4,2.8,11.1
4,nan,nan,nan,nan,nan,nan,nan,nan
5,nan,nan,nan,nan,nan,nan,nan,nan
6,nan,nan,nan,nan,nan,nan,nan,nan
7,34.6,40.3,28.7,1001.1,51,2.7,10.2,25.9
8,35.9,41,28.6,998.6,50,2.6,8.5,18.3
9,35.7,41.2,30,997.6,48,2.3,9.3,27.8
10,nan,nan,nan,nan,nan,nan,nan,nan
11,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan
13,36,41,27.6,997.7,46,2.4,12.8,25.9
14,32.6,40.7,26,996.9,59,2.6,11.9,29.4
15,34.7,38,30.5,995.4,55,2.4,10.4,18.3
16,nan,nan,nan,nan,nan,nan,nan,nan
17,nan,nan,nan,nan,nan,nan,nan,nan
18,nan,nan,nan,nan,nan,nan,nan,nan
19,35.6,40,30,1000.7,57,3.1,9.4,25.9
20,31.1,40.1,26,999.8,74,2.4,7.6,14.8
21,32.9,38.6,27,999.7,64,2.4,8.9,16.5
22,nan,nan,nan,nan,nan,nan,nan,nan
23,nan,nan,nan,nan,nan,nan,nan,nan
24,nan,nan,nan,nan,nan,nan,nan,nan
25,35.5,39.9,31.2,999.7,60,2.4,9.8,18.3
26,34.9,39.6,29.6,999.6,61,2.4,7.8,14.8
27,34.4,39.4,26,998.3,63,2.3,8,14.8
28,nan,nan,nan,nan,nan,nan,nan,nan
29,nan,nan,nan,nan,nan,nan,nan,nan
30,nan,nan,nan,nan,nan,nan,nan,nan
1,32.2,39.8,25.4,995.4,73,2.3,8.3,14.8
2,28.4,36.6,24.4,998.1,82,2.4,5.2,9.4
3,29.6,32,25.7,997.6,80,2.3,2,7.6
4,nan,nan,nan,nan,nan,nan,nan,nan
5,nan,nan,nan,nan,nan,nan,nan,nan
6,nan,nan,nan,nan,nan,nan,nan,nan
7,33.6,36.7,28.8,996.7,66,5.8,5.9,11.1
8,30.7,36.9,28.8,996.8,78,2.3,5.4,27.8
9,33.3,37,27.8,996.2,68,2.6,6.7,11.1
10,nan,nan,nan,nan,nan,nan,nan,nan
11,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan
13,31.1,34.2,27.8,997.8,78,2.6,6.9,24.1
14,30.4,35.4,26.7,997.8,82,2.1,5.2,14.8
15,31,35.2,26,997.9,80,2.4,7.2,18.3
16,nan,nan,nan,nan,nan,nan,nan,nan
17,nan,nan,nan,nan,nan,nan,nan,nan
18,nan,nan,nan,nan,nan,nan,nan,nan
19,32.4,35.2,26.2,999,72,2.9,13.5,25.9
20,34.1,37,28.5,998.5,63,3.2,13,22.2
21,34.1,37.2,29,998.4,61,2.6,11.5,22.2
22,nan,nan,nan,nan,nan,nan,nan,nan
23,nan,nan,nan,nan,nan,nan,nan,nan
24,nan,nan,nan,nan,nan,nan,nan,nan
25,31.9,35,28.3,1001.3,72,2.1,2.8,9.4
26,30.3,35,27.6,1002.6,83,2.3,6.5,16.5
27,28.3,35.8,26.8,1003.9,89,1.6,4.3,11.1
28,nan,nan,nan,nan,nan,nan,nan,nan
29,nan,nan,nan,nan,nan,nan,nan,nan
30,nan,nan,nan,nan,nan,nan,nan,nan
31,29.2,31,26,1000,85,1.8,4.6,13
1,29.1,32.6,26.4,998.6,85,1.8,5.9,13
2,30.9,35,26,997.4,73,2.6,6.5,11.1
3,32.6,36,26.2,997.8,66,3.4,5.6,9.4
4,nan,nan,nan,nan,nan,nan,nan,nan
5,nan,nan,nan,nan,nan,nan,nan,nan
6,nan,nan,nan,nan,nan,nan,nan,nan
7,33.3,36,26.4,999.7,67,3.2,7.8,18.3
8,33.4,36.5,28.6,999.9,66,2.9,9.8,16.5
9,31.2,36.7,28,997.8,75,2.7,9.1,14.8
10,nan,nan,nan,nan,nan,nan,nan,nan
11,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan
13,29.9,34,25.5,1000.2,80,1.4,3.3,11.1
14,29,33.7,26,999.1,85,2.1,6.5,22.2
15,31.3,34.5,27,997.6,71,3.2,12.2,22.2
16,nan,nan,nan,nan,nan,nan,nan,nan
17,nan,nan,nan,nan,nan,nan,nan,nan
18,nan,nan,nan,nan,nan,nan,nan,nan
19,31.7,34,26.4,999,71,2.6,2,11.1
20,32.6,36,27.6,999.6,70,2.7,10.6,20.6
21,31.2,35.9,26.1,1000.4,71,3.2,8.7,18.3
22,nan,nan,nan,nan,nan,nan,nan,nan
23,nan,nan,nan,nan,nan,nan,nan,nan
24,nan,nan,nan,nan,nan,nan,nan,nan
25,31,35,26.8,1004.1,76,2.6,6.1,14.8
26,30.8,35.2,26.8,1005,76,2.7,3.7,18.3
27,31.4,36,25.5,-,73,3.1,6.5,13
28,nan,nan,nan,nan,nan,nan,nan,nan
29,nan,nan,nan,nan,nan,nan,nan,nan
30,nan,nan,nan,nan,nan,nan,nan,nan
31,27.3,33.3,24,1002.4,89,2.1,7.8,27.8
1,27.8,31,25.2,1001.3,88,2.4,4.6,7.6
